instant,dteday,hr,weathersit,temp,hum,windspeed,cnt_x,season,yr,mnth,holiday,weekday,workingday,cnt_y
1253,2011-02-25,08:00:00,Light Snow/Rain,14.76,93.0,8.9981,73,Spring,2011,February,0,Friday,1,1461
1254,2011-02-25,09:00:00,Light Snow/Rain,13.940000000000001,93.0,23.9994,114,Spring,2011,February,0,Friday,1,1461
1255,2011-02-25,10:00:00,Light Snow/Rain,17.22,94.0,22.0028,49,Spring,2011,February,0,Friday,1,1461
1256,2011-02-25,11:00:00,Clear/Partly Cloudy,21.32,77.0,30.002599999999997,59,Spring,2011,February,0,Friday,1,1461
1257,2011-02-25,12:00:00,Light Snow/Rain,22.14,60.0,31.0009,115,Spring,2011,February,0,Friday,1,1461
1258,2011-02-25,13:00:00,Light Snow/Rain,22.14,60.0,31.0009,83,Spring,2011,February,0,Friday,1,1461
1259,2011-02-25,14:00:00,Light Snow/Rain,22.96,56.00000000000001,40.9973,85,Spring,2011,February,0,Friday,1,1461
1260,2011-02-25,15:00:00,Clear/Partly Cloudy,18.86,41.0,54.002,55,Spring,2011,February,0,Friday,1,1461
1261,2011-02-25,16:00:00,Clear/Partly Cloudy,13.120000000000001,49.0,31.0009,102,Spring,2011,February,0,Friday,1,1461
1262,2011-02-25,17:00:00,Clear/Partly Cloudy,13.120000000000001,49.0,50.0021,189,Spring,2011,February,0,Friday,1,1461
1263,2011-02-25,18:00:00,Clear/Partly Cloudy,13.120000000000001,49.0,32.9975,157,Spring,2011,February,0,Friday,1,1461
1264,2011-02-25,19:00:00,Clear/Partly Cloudy,12.299999999999999,52.0,30.002599999999997,90,Spring,2011,February,0,Friday,1,1461
1265,2011-02-25,20:00:00,Clear/Partly Cloudy,12.299999999999999,49.0,40.9973,62,Spring,2011,February,0,Friday,1,1461
1266,2011-02-25,21:00:00,Clear/Partly Cloudy,11.48,48.0,26.0027,63,Spring,2011,February,0,Friday,1,1461
1267,2011-02-25,22:00:00,Clear/Partly Cloudy,10.66,48.0,30.002599999999997,50,Spring,2011,February,0,Friday,1,1461
1268,2011-02-25,23:00:00,Clear/Partly Cloudy,10.66,48.0,22.0028,39,Spring,2011,February,0,Friday,1,1461
1269,2011-02-26,00:00:00,Clear/Partly Cloudy,9.84,52.0,12.998000000000001,28,Spring,2011,February,0,Saturday,0,1969
1270,2011-02-26,01:00:00,Clear/Partly Cloudy,9.84,52.0,19.999499999999998,27,Spring,2011,February,0,Saturday,0,1969
1271,2011-02-26,02:00:00,Clear/Partly Cloudy,9.02,60.0,23.9994,12,Spring,2011,February,0,Saturday,0,1969
1272,2011-02-26,03:00:00,Clear/Partly Cloudy,9.02,55.00000000000001,8.9981,8,Spring,2011,February,0,Saturday,0,1969
1273,2011-02-26,04:00:00,Cloudy,9.02,60.0,6.0032,2,Spring,2011,February,0,Saturday,0,1969
1274,2011-02-26,05:00:00,Cloudy,9.02,64.0,7.0015,10,Spring,2011,February,0,Saturday,0,1969
1275,2011-02-26,06:00:00,Clear/Partly Cloudy,9.02,60.0,0.0,7,Spring,2011,February,0,Saturday,0,1969
1276,2011-02-26,07:00:00,Clear/Partly Cloudy,9.02,60.0,6.0032,22,Spring,2011,February,0,Saturday,0,1969
1277,2011-02-26,08:00:00,Cloudy,9.84,60.0,0.0,57,Spring,2011,February,0,Saturday,0,1969
1278,2011-02-26,09:00:00,Cloudy,10.66,56.00000000000001,11.0014,74,Spring,2011,February,0,Saturday,0,1969
1279,2011-02-26,10:00:00,Cloudy,12.299999999999999,49.0,8.9981,85,Spring,2011,February,0,Saturday,0,1969
1280,2011-02-26,11:00:00,Clear/Partly Cloudy,12.299999999999999,45.0,0.0,126,Spring,2011,February,0,Saturday,0,1969
1281,2011-02-26,12:00:00,Cloudy,13.120000000000001,45.0,11.0014,160,Spring,2011,February,0,Saturday,0,1969
1282,2011-02-26,13:00:00,Cloudy,13.940000000000001,42.0,16.997899999999998,174,Spring,2011,February,0,Saturday,0,1969
1283,2011-02-26,14:00:00,Cloudy,13.940000000000001,36.0,22.0028,211,Spring,2011,February,0,Saturday,0,1969
1284,2011-02-26,15:00:00,Cloudy,14.76,40.0,19.0012,165,Spring,2011,February,0,Saturday,0,1969
1285,2011-02-26,16:00:00,Clear/Partly Cloudy,14.76,46.0,19.0012,171,Spring,2011,February,0,Saturday,0,1969
1286,2011-02-26,17:00:00,Clear/Partly Cloudy,14.76,43.0,15.001299999999999,183,Spring,2011,February,0,Saturday,0,1969
1287,2011-02-26,18:00:00,Clear/Partly Cloudy,13.940000000000001,46.0,12.998000000000001,137,Spring,2011,February,0,Saturday,0,1969
1288,2011-02-26,19:00:00,Clear/Partly Cloudy,13.120000000000001,49.0,16.997899999999998,94,Spring,2011,February,0,Saturday,0,1969
1289,2011-02-26,20:00:00,Clear/Partly Cloudy,12.299999999999999,56.00000000000001,11.0014,68,Spring,2011,February,0,Saturday,0,1969
1290,2011-02-26,21:00:00,Clear/Partly Cloudy,11.48,65.0,16.997899999999998,68,Spring,2011,February,0,Saturday,0,1969
1291,2011-02-26,22:00:00,Clear/Partly Cloudy,11.48,75.0,15.001299999999999,46,Spring,2011,February,0,Saturday,0,1969
1292,2011-02-26,23:00:00,Clear/Partly Cloudy,11.48,75.0,19.0012,34,Spring,2011,February,0,Saturday,0,1969
1293,2011-02-27,00:00:00,Clear/Partly Cloudy,10.66,87.0,19.0012,34,Spring,2011,February,0,Sunday,0,2402
1294,2011-02-27,01:00:00,Clear/Partly Cloudy,10.66,87.0,12.998000000000001,37,Spring,2011,February,0,Sunday,0,2402
1295,2011-02-27,02:00:00,Clear/Partly Cloudy,10.66,87.0,8.9981,22,Spring,2011,February,0,Sunday,0,2402
1296,2011-02-27,03:00:00,Clear/Partly Cloudy,10.66,87.0,6.0032,11,Spring,2011,February,0,Sunday,0,2402
1297,2011-02-27,04:00:00,Clear/Partly Cloudy,9.84,87.0,8.9981,2,Spring,2011,February,0,Sunday,0,2402
1298,2011-02-27,06:00:00,Clear/Partly Cloudy,9.84,87.0,0.0,3,Spring,2011,February,0,Sunday,0,2402
1299,2011-02-27,07:00:00,Clear/Partly Cloudy,9.84,87.0,8.9981,14,Spring,2011,February,0,Sunday,0,2402
1300,2011-02-27,08:00:00,Clear/Partly Cloudy,10.66,87.0,0.0,35,Spring,2011,February,0,Sunday,0,2402
1301,2011-02-27,09:00:00,Clear/Partly Cloudy,11.48,87.0,6.0032,59,Spring,2011,February,0,Sunday,0,2402
1302,2011-02-27,10:00:00,Clear/Partly Cloudy,12.299999999999999,81.0,11.0014,103,Spring,2011,February,0,Sunday,0,2402
1303,2011-02-27,11:00:00,Clear/Partly Cloudy,14.76,62.0,8.9981,125,Spring,2011,February,0,Sunday,0,2402
1304,2011-02-27,12:00:00,Clear/Partly Cloudy,16.400000000000002,54.0,6.0032,193,Spring,2011,February,0,Sunday,0,2402
1305,2011-02-27,13:00:00,Clear/Partly Cloudy,17.22,47.0,0.0,259,Spring,2011,February,0,Sunday,0,2402
1306,2011-02-27,14:00:00,Clear/Partly Cloudy,18.04,47.0,6.0032,282,Spring,2011,February,0,Sunday,0,2402
1307,2011-02-27,15:00:00,Clear/Partly Cloudy,18.86,44.0,8.9981,261,Spring,2011,February,0,Sunday,0,2402
1308,2011-02-27,16:00:00,Clear/Partly Cloudy,19.68,44.0,11.0014,268,Spring,2011,February,0,Sunday,0,2402
1309,2011-02-27,17:00:00,Clear/Partly Cloudy,17.22,54.0,12.998000000000001,187,Spring,2011,February,0,Sunday,0,2402
1310,2011-02-27,18:00:00,Clear/Partly Cloudy,16.400000000000002,54.0,12.998000000000001,127,Spring,2011,February,0,Sunday,0,2402
1311,2011-02-27,19:00:00,Clear/Partly Cloudy,16.400000000000002,54.0,8.9981,102,Spring,2011,February,0,Sunday,0,2402
1312,2011-02-27,20:00:00,Clear/Partly Cloudy,16.400000000000002,54.0,6.0032,81,Spring,2011,February,0,Sunday,0,2402
1313,2011-02-27,21:00:00,Clear/Partly Cloudy,15.58,62.0,11.0014,69,Spring,2011,February,0,Sunday,0,2402
1314,2011-02-27,22:00:00,Cloudy,15.58,62.0,7.0015,69,Spring,2011,February,0,Sunday,0,2402
1315,2011-02-27,23:00:00,Cloudy,14.76,62.0,11.0014,59,Spring,2011,February,0,Sunday,0,2402
1316,2011-02-28,00:00:00,Cloudy,14.76,66.0,7.0015,30,Spring,2011,February,0,Monday,1,1446
1317,2011-02-28,01:00:00,Light Snow/Rain,13.940000000000001,87.0,23.9994,8,Spring,2011,February,0,Monday,1,1446
1318,2011-02-28,03:00:00,Light Snow/Rain,13.120000000000001,93.0,11.0014,1,Spring,2011,February,0,Monday,1,1446
1319,2011-02-28,05:00:00,Cloudy,13.940000000000001,93.0,0.0,5,Spring,2011,February,0,Monday,1,1446
1320,2011-02-28,06:00:00,Cloudy,13.940000000000001,96.0,7.0015,28,Spring,2011,February,0,Monday,1,1446
1321,2011-02-28,07:00:00,Cloudy,14.76,93.0,7.0015,92,Spring,2011,February,0,Monday,1,1446
1322,2011-02-28,08:00:00,Cloudy,13.940000000000001,93.0,19.999499999999998,255,Spring,2011,February,0,Monday,1,1446
1323,2011-02-28,09:00:00,Clear/Partly Cloudy,17.22,82.0,19.0012,142,Spring,2011,February,0,Monday,1,1446
1324,2011-02-28,10:00:00,Cloudy,21.32,72.0,32.9975,92,Spring,2011,February,0,Monday,1,1446
1325,2011-02-28,11:00:00,Cloudy,22.96,64.0,19.999499999999998,87,Spring,2011,February,0,Monday,1,1446
1326,2011-02-28,12:00:00,Cloudy,22.96,64.0,19.999499999999998,36,Spring,2011,February,0,Monday,1,1446
1327,2011-02-28,13:00:00,Light Snow/Rain,18.86,94.0,15.001299999999999,32,Spring,2011,February,0,Monday,1,1446
1328,2011-02-28,14:00:00,Light Snow/Rain,17.22,100.0,19.999499999999998,25,Spring,2011,February,0,Monday,1,1446
1329,2011-02-28,15:00:00,Light Snow/Rain,17.22,100.0,19.999499999999998,35,Spring,2011,February,0,Monday,1,1446
1330,2011-02-28,16:00:00,Light Snow/Rain,17.22,100.0,8.9981,42,Spring,2011,February,0,Monday,1,1446
1331,2011-02-28,17:00:00,Light Snow/Rain,16.400000000000002,100.0,19.999499999999998,79,Spring,2011,February,0,Monday,1,1446
1332,2011-02-28,18:00:00,Light Snow/Rain,18.86,94.0,12.998000000000001,131,Spring,2011,February,0,Monday,1,1446
1333,2011-02-28,19:00:00,Light Snow/Rain,18.04,88.0,40.9973,80,Spring,2011,February,0,Monday,1,1446
1334,2011-02-28,20:00:00,Light Snow/Rain,18.04,88.0,40.9973,45,Spring,2011,February,0,Monday,1,1446
1335,2011-02-28,21:00:00,Cloudy,15.58,87.0,26.0027,80,Spring,2011,February,0,Monday,1,1446
1336,2011-02-28,22:00:00,Light Snow/Rain,13.940000000000001,93.0,27.999299999999998,76,Spring,2011,February,0,Monday,1,1446
1337,2011-02-28,23:00:00,Cloudy,13.120000000000001,81.0,26.0027,45,Spring,2011,February,0,Monday,1,1446
1338,2011-03-01,00:00:00,Clear/Partly Cloudy,12.299999999999999,70.0,31.0009,7,Spring,2011,March,0,Tuesday,1,1851
1339,2011-03-01,01:00:00,Clear/Partly Cloudy,10.66,70.0,23.9994,3,Spring,2011,March,0,Tuesday,1,1851
1340,2011-03-01,02:00:00,Clear/Partly Cloudy,9.84,65.0,26.0027,4,Spring,2011,March,0,Tuesday,1,1851
1341,2011-03-01,03:00:00,Clear/Partly Cloudy,9.02,69.0,19.0012,2,Spring,2011,March,0,Tuesday,1,1851
1342,2011-03-01,04:00:00,Clear/Partly Cloudy,9.02,69.0,16.997899999999998,1,Spring,2011,March,0,Tuesday,1,1851
1343,2011-03-01,05:00:00,Clear/Partly Cloudy,8.200000000000001,64.0,19.0012,2,Spring,2011,March,0,Tuesday,1,1851
1344,2011-03-01,06:00:00,Clear/Partly Cloudy,8.200000000000001,59.0,19.999499999999998,46,Spring,2011,March,0,Tuesday,1,1851
1345,2011-03-01,07:00:00,Clear/Partly Cloudy,8.200000000000001,59.0,22.0028,107,Spring,2011,March,0,Tuesday,1,1851
1346,2011-03-01,08:00:00,Clear/Partly Cloudy,8.200000000000001,59.0,26.0027,214,Spring,2011,March,0,Tuesday,1,1851
1347,2011-03-01,09:00:00,Clear/Partly Cloudy,9.02,55.00000000000001,27.999299999999998,124,Spring,2011,March,0,Tuesday,1,1851
1348,2011-03-01,10:00:00,Clear/Partly Cloudy,9.84,52.0,19.0012,68,Spring,2011,March,0,Tuesday,1,1851
1349,2011-03-01,11:00:00,Clear/Partly Cloudy,11.48,45.0,16.997899999999998,56,Spring,2011,March,0,Tuesday,1,1851
1350,2011-03-01,12:00:00,Clear/Partly Cloudy,12.299999999999999,39.0,8.9981,86,Spring,2011,March,0,Tuesday,1,1851
1351,2011-03-01,13:00:00,Clear/Partly Cloudy,13.120000000000001,39.0,0.0,78,Spring,2011,March,0,Tuesday,1,1851
1352,2011-03-01,14:00:00,Clear/Partly Cloudy,13.120000000000001,36.0,8.9981,79,Spring,2011,March,0,Tuesday,1,1851
1353,2011-03-01,15:00:00,Clear/Partly Cloudy,13.940000000000001,34.0,0.0,64,Spring,2011,March,0,Tuesday,1,1851
1354,2011-03-01,16:00:00,Clear/Partly Cloudy,13.940000000000001,34.0,6.0032,102,Spring,2011,March,0,Tuesday,1,1851
1355,2011-03-01,17:00:00,Clear/Partly Cloudy,13.940000000000001,34.0,6.0032,242,Spring,2011,March,0,Tuesday,1,1851
1356,2011-03-01,18:00:00,Clear/Partly Cloudy,13.120000000000001,39.0,12.998000000000001,224,Spring,2011,March,0,Tuesday,1,1851
1357,2011-03-01,19:00:00,Clear/Partly Cloudy,12.299999999999999,49.0,8.9981,119,Spring,2011,March,0,Tuesday,1,1851
1358,2011-03-01,20:00:00,Clear/Partly Cloudy,12.299999999999999,61.0,6.0032,88,Spring,2011,March,0,Tuesday,1,1851
1359,2011-03-01,21:00:00,Clear/Partly Cloudy,10.66,56.00000000000001,0.0,63,Spring,2011,March,0,Tuesday,1,1851
1360,2011-03-01,22:00:00,Clear/Partly Cloudy,9.84,62.0,7.0015,47,Spring,2011,March,0,Tuesday,1,1851
1361,2011-03-01,23:00:00,Clear/Partly Cloudy,9.84,65.0,15.001299999999999,25,Spring,2011,March,0,Tuesday,1,1851
1362,2011-03-02,00:00:00,Clear/Partly Cloudy,9.02,69.0,11.0014,8,Spring,2011,March,0,Wednesday,1,2134
1363,2011-03-02,01:00:00,Clear/Partly Cloudy,9.02,69.0,12.998000000000001,4,Spring,2011,March,0,Wednesday,1,2134
1364,2011-03-02,02:00:00,Clear/Partly Cloudy,9.02,69.0,12.998000000000001,2,Spring,2011,March,0,Wednesday,1,2134
1365,2011-03-02,03:00:00,Clear/Partly Cloudy,9.02,69.0,19.0012,4,Spring,2011,March,0,Wednesday,1,2134
1366,2011-03-02,04:00:00,Clear/Partly Cloudy,8.200000000000001,75.0,8.9981,1,Spring,2011,March,0,Wednesday,1,2134
1367,2011-03-02,05:00:00,Clear/Partly Cloudy,9.02,69.0,15.001299999999999,5,Spring,2011,March,0,Wednesday,1,2134
1368,2011-03-02,06:00:00,Clear/Partly Cloudy,9.02,55.00000000000001,16.997899999999998,40,Spring,2011,March,0,Wednesday,1,2134
1369,2011-03-02,07:00:00,Clear/Partly Cloudy,9.02,64.0,16.997899999999998,110,Spring,2011,March,0,Wednesday,1,2134
1370,2011-03-02,08:00:00,Clear/Partly Cloudy,9.84,65.0,19.0012,256,Spring,2011,March,0,Wednesday,1,2134
1371,2011-03-02,09:00:00,Clear/Partly Cloudy,11.48,56.00000000000001,19.999499999999998,148,Spring,2011,March,0,Wednesday,1,2134
1372,2011-03-02,10:00:00,Clear/Partly Cloudy,13.120000000000001,49.0,19.0012,76,Spring,2011,March,0,Wednesday,1,2134
1373,2011-03-02,11:00:00,Clear/Partly Cloudy,13.940000000000001,53.0,22.0028,73,Spring,2011,March,0,Wednesday,1,2134
1374,2011-03-02,12:00:00,Clear/Partly Cloudy,16.400000000000002,43.0,12.998000000000001,82,Spring,2011,March,0,Wednesday,1,2134
1375,2011-03-02,13:00:00,Clear/Partly Cloudy,20.5,25.0,0.0,125,Spring,2011,March,0,Wednesday,1,2134
1376,2011-03-02,14:00:00,Clear/Partly Cloudy,21.32,23.0,19.999499999999998,96,Spring,2011,March,0,Wednesday,1,2134
1377,2011-03-02,15:00:00,Clear/Partly Cloudy,22.14,19.0,27.999299999999998,110,Spring,2011,March,0,Wednesday,1,2134
1378,2011-03-02,16:00:00,Clear/Partly Cloudy,22.14,19.0,22.0028,139,Spring,2011,March,0,Wednesday,1,2134
1379,2011-03-02,17:00:00,Clear/Partly Cloudy,20.5,23.0,19.0012,268,Spring,2011,March,0,Wednesday,1,2134
1380,2011-03-02,18:00:00,Clear/Partly Cloudy,18.86,23.0,32.9975,201,Spring,2011,March,0,Wednesday,1,2134
1381,2011-03-02,19:00:00,Clear/Partly Cloudy,16.400000000000002,28.000000000000004,35.0008,150,Spring,2011,March,0,Wednesday,1,2134
1382,2011-03-02,20:00:00,Clear/Partly Cloudy,14.76,28.999999999999996,27.999299999999998,95,Spring,2011,March,0,Wednesday,1,2134
1383,2011-03-02,21:00:00,Clear/Partly Cloudy,13.940000000000001,28.999999999999996,31.0009,71,Spring,2011,March,0,Wednesday,1,2134
1384,2011-03-02,22:00:00,Clear/Partly Cloudy,12.299999999999999,26.0,36.9974,48,Spring,2011,March,0,Wednesday,1,2134
1385,2011-03-02,23:00:00,Clear/Partly Cloudy,10.66,30.0,35.0008,22,Spring,2011,March,0,Wednesday,1,2134
1386,2011-03-03,00:00:00,Clear/Partly Cloudy,9.84,30.0,31.0009,13,Spring,2011,March,0,Thursday,1,1685
1387,2011-03-03,01:00:00,Clear/Partly Cloudy,9.84,30.0,31.0009,1,Spring,2011,March,0,Thursday,1,1685
1388,2011-03-03,02:00:00,Clear/Partly Cloudy,8.200000000000001,27.0,31.0009,3,Spring,2011,March,0,Thursday,1,1685
1389,2011-03-03,03:00:00,Clear/Partly Cloudy,8.200000000000001,27.0,31.0009,1,Spring,2011,March,0,Thursday,1,1685
1390,2011-03-03,04:00:00,Clear/Partly Cloudy,6.5600000000000005,31.0,32.9975,1,Spring,2011,March,0,Thursday,1,1685
1391,2011-03-03,05:00:00,Clear/Partly Cloudy,5.74,33.0,19.999499999999998,8,Spring,2011,March,0,Thursday,1,1685
1392,2011-03-03,06:00:00,Clear/Partly Cloudy,5.74,33.0,19.999499999999998,35,Spring,2011,March,0,Thursday,1,1685
1393,2011-03-03,07:00:00,Clear/Partly Cloudy,4.92,42.0,27.999299999999998,111,Spring,2011,March,0,Thursday,1,1685
1394,2011-03-03,08:00:00,Clear/Partly Cloudy,5.74,39.0,19.999499999999998,220,Spring,2011,March,0,Thursday,1,1685
1395,2011-03-03,09:00:00,Clear/Partly Cloudy,6.5600000000000005,37.0,19.0012,145,Spring,2011,March,0,Thursday,1,1685
1396,2011-03-03,10:00:00,Clear/Partly Cloudy,7.38,28.999999999999996,12.998000000000001,56,Spring,2011,March,0,Thursday,1,1685
1397,2011-03-03,11:00:00,Clear/Partly Cloudy,8.200000000000001,28.999999999999996,6.0032,50,Spring,2011,March,0,Thursday,1,1685
1398,2011-03-03,12:00:00,Clear/Partly Cloudy,9.02,25.0,8.9981,72,Spring,2011,March,0,Thursday,1,1685
1399,2011-03-03,13:00:00,Clear/Partly Cloudy,9.02,25.0,6.0032,80,Spring,2011,March,0,Thursday,1,1685
1400,2011-03-03,14:00:00,Clear/Partly Cloudy,9.84,21.0,7.0015,78,Spring,2011,March,0,Thursday,1,1685
1401,2011-03-03,15:00:00,Clear/Partly Cloudy,9.84,23.0,0.0,68,Spring,2011,March,0,Thursday,1,1685
1402,2011-03-03,16:00:00,Clear/Partly Cloudy,10.66,23.0,0.0,71,Spring,2011,March,0,Thursday,1,1685
1403,2011-03-03,17:00:00,Clear/Partly Cloudy,10.66,22.0,0.0,202,Spring,2011,March,0,Thursday,1,1685
1404,2011-03-03,18:00:00,Clear/Partly Cloudy,9.84,35.0,22.0028,167,Spring,2011,March,0,Thursday,1,1685
1405,2011-03-03,19:00:00,Clear/Partly Cloudy,8.200000000000001,40.0,16.997899999999998,106,Spring,2011,March,0,Thursday,1,1685
1406,2011-03-03,20:00:00,Clear/Partly Cloudy,8.200000000000001,40.0,6.0032,70,Spring,2011,March,0,Thursday,1,1685
1407,2011-03-03,21:00:00,Clear/Partly Cloudy,7.38,40.0,7.0015,51,Spring,2011,March,0,Thursday,1,1685
1408,2011-03-03,22:00:00,Clear/Partly Cloudy,8.200000000000001,40.0,0.0,53,Spring,2011,March,0,Thursday,1,1685
1409,2011-03-03,23:00:00,Cloudy,7.38,43.0,6.0032,23,Spring,2011,March,0,Thursday,1,1685
1410,2011-03-04,00:00:00,Cloudy,8.200000000000001,55.00000000000001,12.998000000000001,12,Spring,2011,March,0,Friday,1,1944
1411,2011-03-04,01:00:00,Cloudy,7.38,64.0,12.998000000000001,4,Spring,2011,March,0,Friday,1,1944
1412,2011-03-04,02:00:00,Cloudy,7.38,64.0,12.998000000000001,2,Spring,2011,March,0,Friday,1,1944
1413,2011-03-04,03:00:00,Cloudy,7.38,74.0,16.997899999999998,1,Spring,2011,March,0,Friday,1,1944
1414,2011-03-04,04:00:00,Cloudy,7.38,74.0,12.998000000000001,1,Spring,2011,March,0,Friday,1,1944
1415,2011-03-04,05:00:00,Cloudy,6.5600000000000005,74.0,8.9981,7,Spring,2011,March,0,Friday,1,1944
1416,2011-03-04,06:00:00,Cloudy,6.5600000000000005,74.0,6.0032,29,Spring,2011,March,0,Friday,1,1944
1417,2011-03-04,07:00:00,Clear/Partly Cloudy,6.5600000000000005,80.0,8.9981,83,Spring,2011,March,0,Friday,1,1944
1418,2011-03-04,08:00:00,Clear/Partly Cloudy,7.38,74.0,8.9981,228,Spring,2011,March,0,Friday,1,1944
1419,2011-03-04,09:00:00,Clear/Partly Cloudy,9.02,60.0,8.9981,150,Spring,2011,March,0,Friday,1,1944
1420,2011-03-04,10:00:00,Clear/Partly Cloudy,9.84,60.0,16.997899999999998,66,Spring,2011,March,0,Friday,1,1944
1421,2011-03-04,11:00:00,Clear/Partly Cloudy,11.48,52.0,15.001299999999999,89,Spring,2011,March,0,Friday,1,1944
1422,2011-03-04,12:00:00,Clear/Partly Cloudy,13.120000000000001,43.0,11.0014,97,Spring,2011,March,0,Friday,1,1944
1423,2011-03-04,13:00:00,Clear/Partly Cloudy,13.940000000000001,42.0,15.001299999999999,87,Spring,2011,March,0,Friday,1,1944
1424,2011-03-04,14:00:00,Clear/Partly Cloudy,14.76,40.0,19.0012,95,Spring,2011,March,0,Friday,1,1944
1425,2011-03-04,15:00:00,Clear/Partly Cloudy,14.76,40.0,19.999499999999998,106,Spring,2011,March,0,Friday,1,1944
1426,2011-03-04,16:00:00,Clear/Partly Cloudy,14.76,46.0,12.998000000000001,118,Spring,2011,March,0,Friday,1,1944
1427,2011-03-04,17:00:00,Cloudy,14.76,50.0,16.997899999999998,228,Spring,2011,March,0,Friday,1,1944
1428,2011-03-04,18:00:00,Cloudy,13.940000000000001,53.0,19.999499999999998,187,Spring,2011,March,0,Friday,1,1944
1429,2011-03-04,19:00:00,Clear/Partly Cloudy,13.120000000000001,61.0,16.997899999999998,107,Spring,2011,March,0,Friday,1,1944
1430,2011-03-04,20:00:00,Cloudy,12.299999999999999,70.0,12.998000000000001,87,Spring,2011,March,0,Friday,1,1944
1431,2011-03-04,21:00:00,Cloudy,12.299999999999999,70.0,15.001299999999999,70,Spring,2011,March,0,Friday,1,1944
1432,2011-03-04,22:00:00,Clear/Partly Cloudy,12.299999999999999,70.0,12.998000000000001,44,Spring,2011,March,0,Friday,1,1944
1433,2011-03-04,23:00:00,Cloudy,12.299999999999999,75.0,11.0014,46,Spring,2011,March,0,Friday,1,1944
1434,2011-03-05,00:00:00,Cloudy,11.48,81.0,7.0015,19,Spring,2011,March,0,Saturday,0,2077
1435,2011-03-05,01:00:00,Cloudy,12.299999999999999,81.0,7.0015,25,Spring,2011,March,0,Saturday,0,2077
1436,2011-03-05,02:00:00,Cloudy,12.299999999999999,87.0,12.998000000000001,20,Spring,2011,March,0,Saturday,0,2077
1437,2011-03-05,03:00:00,Cloudy,12.299999999999999,87.0,12.998000000000001,2,Spring,2011,March,0,Saturday,0,2077
1438,2011-03-05,04:00:00,Cloudy,12.299999999999999,93.0,11.0014,1,Spring,2011,March,0,Saturday,0,2077
1439,2011-03-05,05:00:00,Cloudy,12.299999999999999,100.0,8.9981,3,Spring,2011,March,0,Saturday,0,2077
1440,2011-03-05,06:00:00,Cloudy,12.299999999999999,100.0,15.001299999999999,4,Spring,2011,March,0,Saturday,0,2077
1441,2011-03-05,07:00:00,Cloudy,12.299999999999999,100.0,19.999499999999998,15,Spring,2011,March,0,Saturday,0,2077
1442,2011-03-05,08:00:00,Cloudy,12.299999999999999,100.0,19.999499999999998,45,Spring,2011,March,0,Saturday,0,2077
1443,2011-03-05,09:00:00,Cloudy,13.120000000000001,93.0,15.001299999999999,63,Spring,2011,March,0,Saturday,0,2077
1444,2011-03-05,10:00:00,Cloudy,13.940000000000001,93.0,12.998000000000001,103,Spring,2011,March,0,Saturday,0,2077
1445,2011-03-05,11:00:00,Cloudy,16.400000000000002,76.0,15.001299999999999,159,Spring,2011,March,0,Saturday,0,2077
1446,2011-03-05,12:00:00,Cloudy,18.04,67.0,16.997899999999998,167,Spring,2011,March,0,Saturday,0,2077
1447,2011-03-05,13:00:00,Cloudy,18.86,67.0,19.0012,190,Spring,2011,March,0,Saturday,0,2077
1448,2011-03-05,14:00:00,Cloudy,19.68,59.0,19.0012,198,Spring,2011,March,0,Saturday,0,2077
1449,2011-03-05,15:00:00,Cloudy,18.86,63.0,19.999499999999998,205,Spring,2011,March,0,Saturday,0,2077
1450,2011-03-05,16:00:00,Cloudy,19.68,59.0,19.999499999999998,204,Spring,2011,March,0,Saturday,0,2077
1451,2011-03-05,17:00:00,Cloudy,19.68,59.0,23.9994,164,Spring,2011,March,0,Saturday,0,2077
1452,2011-03-05,18:00:00,Cloudy,19.68,59.0,22.0028,152,Spring,2011,March,0,Saturday,0,2077
1453,2011-03-05,19:00:00,Cloudy,18.86,67.0,22.0028,89,Spring,2011,March,0,Saturday,0,2077
1454,2011-03-05,20:00:00,Cloudy,18.04,77.0,22.0028,70,Spring,2011,March,0,Saturday,0,2077
1455,2011-03-05,21:00:00,Cloudy,18.04,72.0,22.0028,72,Spring,2011,March,0,Saturday,0,2077
1456,2011-03-05,22:00:00,Cloudy,17.22,77.0,19.999499999999998,63,Spring,2011,March,0,Saturday,0,2077
1457,2011-03-05,23:00:00,Cloudy,18.04,77.0,19.999499999999998,44,Spring,2011,March,0,Saturday,0,2077
1458,2011-03-06,00:00:00,Cloudy,17.22,77.0,23.9994,52,Spring,2011,March,0,Sunday,0,605
1459,2011-03-06,01:00:00,Cloudy,17.22,77.0,19.0012,39,Spring,2011,March,0,Sunday,0,605
1460,2011-03-06,02:00:00,Cloudy,16.400000000000002,82.0,19.0012,32,Spring,2011,March,0,Sunday,0,605
1461,2011-03-06,03:00:00,Cloudy,17.22,82.0,19.999499999999998,11,Spring,2011,March,0,Sunday,0,605
1462,2011-03-06,04:00:00,Cloudy,17.22,88.0,23.9994,3,Spring,2011,March,0,Sunday,0,605
1463,2011-03-06,06:00:00,Cloudy,17.22,94.0,23.9994,2,Spring,2011,March,0,Sunday,0,605
1464,2011-03-06,07:00:00,Light Snow/Rain,17.22,100.0,30.002599999999997,5,Spring,2011,March,0,Sunday,0,605
1465,2011-03-06,08:00:00,Cloudy,16.400000000000002,100.0,19.999499999999998,9,Spring,2011,March,0,Sunday,0,605
